id_materias,nome,creditos,descricao
ESZA020-17,Robôs Móveis Autônomos,4,Arquiteturas de controle e paradigmas da inteligência artificial; arquiteturas de hardware para sistemas embarcados; sensores e sistemas de navegação; atuadores para sistemas embarcados.
MCZA044-17,Robótica e Sistemas Inteligentes,4,Visão Geral da Área de Robótica Inteligente. Princípios de Robótica. Princípios de Controle em Robótica Inteligente. Navegação em Robôs Inteligentes. Sistemas complexos. Algoritmos de controle Inteligentes aplicados à Robótica. Visão Computacional aplicada à Robótica. Tópicos Avançados em Robótica e Sistemas Inteligentes.
MCZA045-17,Robótica Educacional,4,Histórico da Robótica e da Robótica Educacional. Conceitos iniciais de Robótica. Robótica na Educação. Robôs como objetos de aprendizagem. Ambientes Computacionais para Robótica Educacional. Kits Robóticos para Robótica Educacional. Projetos em Robótica Educacional. Metodologia para estruturação de oficinas na Robótica Educacional. Desenvolvimento de projetos.
ESZT012-17,Saneamento Ambiental,4,"Conceitos, características e interfaces dos sistemas de Saneamento Ambiental e da gestão ambiental. Serviços públicos de saneamento básico, manejo de águas pluviais, abastecimento de água, esgotamento sanitário, manejo de resíduos sólidos, limpeza urbana. Saúde pública e saneamento. Lei Nacional do Saneamento Básico e os instrumentos das políticas e da gestão de serviços de saneamento ambiental."
ESTU015-17,Saúde Ambiental,2,"Conceitos em epidemiologia e saúde pública. Fatores ambientais determinantes no processo saúde-doença. Mortalidade e morbidade nas áreas urbanas e rurais. Análises de risco à saúde humana. Políticas públicas, gestão, monitoramento e risco em saúde ambiental. Prevenção e promoção da saúde. Municípios saudáveis e sustentabilidade. Impactos ambientais e na saúde humana de projetos e obras de engenharia."
ESZU036-17,"Saúde, Determinantes Socioambientais e Equidade",3,"Conceitos em saúde coletiva e saúde pública, Determinantes sócio ambientais do processo saúde-doença. Padrões e analise de mortalidade e morbidade em áreas urbanas e rurais. Impactos na saúde humana de projetos de desenvolvimento e obras de engenharia. Participação, equidade em saúde, sustentabilidade e cidades saudáveis. Desigualdade, iniquidades e realidade social brasileira. Desafios tecnológicos, científicos e ambientais para projetos de desenvolvimento e obras de engenharia. Saúde ambiental, crise urbana e os desafios para universalização do saneamento."
MCTA023-17,Segurança de Dados,4,"Introdução à segurança de computadores. Algoritmos e ferramentas de criptografia: algoritmos simétricos e de chave pública. Autenticação de usuários e controlede acesso. Negação de serviço (DoS). Firewalls, sistemas de prevenção de intrusão edetecção de intrusão. Computação confiável. Segurança em software: estouro de buffer e outros problemas. Problemas de gerência da segurança: infraestrutura, aspectos humanos, auditoria e avaliação de riscos. Segurança na Internet. Segurança em sistemas operacionais."
ESZE044-17,Segurança de Instalações Nucleares,3,"Princípios gerais de segurança, defesa em profundidade, estabilidade inerente do sistema, garantia de qualidade, redundância e diversidade; prevenção de perdas e cultura de segurança; Identificação de perigos, eventos iniciadores, freqüência de seqüências de eventos anormais e acidentes, avaliação de conseqüências; categorias de eventos anormais, acidente básicos de projeto, avaliação de segurança; Tipos de incertezas e sua modelagem; conceitos básicos de probabilidade; variáveis aleatórias e distribuições de probabilidades; funções de variáveis aleatórias; distribuições discretas e contínuas, cálculo do risco;Simulação de análise qualitativa e quantitativa de riscos; árvores de eventos e árvores de falha; Licenciamento de centrais nucleares, procedimentos, critérios radiológicos e de projeto; Acidentes no reator nuclear; Transientes e acidentes no circuito primário e secundário e acidentes na contenção; Liberação de materiais radioativos, dispersão atmosférica e conseqüências radiológicas e ambientais; Descrição e análise de alguns acidentes: Three-MileIsland, Chernobyl; conseqüências radiológicas e ambientais."
ESZI031-17,Segurança de Redes,4,"Introdução à Segurança da Informação; Gerenciamento da Segurança: política de segurança, análise de riscos e auditoria; Mecanismos Criptográficos de Segurança; Criptografia de Chaves Públicas: Uso em Certificação Digital; Infraestrutura de chaves públicas; Mecanismo de Autenticação e controle de acesso. Negação de serviço (DoS). Firewalls, sistemas de prevenção e detecção de intrusão. Segurança em software. Segurança na Internet."
ESZT013-17,Segurança dos Territórios,4,"Aspectos das políticas públicas de segurança - as questões de risco e vulnerabilidade social e territorial - articulação com políticas sociais e ambientais, alcance de ações preventivas, o apoio das comunidades, a defesa civil. Conselhos estaduais, municipais e comunitários de segurança. Policiamento comunitário."
NHZ6007-18,Segurança e Regulamentação em Biotecnologia,2,Compreender as questões de segurança associadas à manipulação de organismos biológicos; estudar a legislação e as agências e organismos reguladores e fiscalizadores nas questões das atividades biotecnológicas e da biossegurança.
MCZA025-13,Segurança em Redes,4,"Conceitos básicos sobre segurançadainformação. Vulnerabilidades, ameaças e ataques. Autenticação, criptografia e assinatura digital. Aspectos de segurança para aplicações em redes TCP/IP. Políticas de segurança. Aspectos sociais da segurança de redes de computadores."
ESHR015-13,Segurança Internacional em perspectiva histórica e desafios contemporâneos,4,"Principais temas e abordagens teóricas em Segurança Internacional. Conceitos e definições de guerra, segurança e ameaça. Causas da guerra. Condições para a paz. Dilema de segurança. Paz democrática. Direito e guerra. Segurança coletiva. Regimes de segurança. Concerto de Viena (1815), balanço de poder, 1a e 2a Guerra Mundial, Guerra fria, organizações multilaterais, tratados intergovernamentais (OTAN). A paz entre as democracias. A questão nuclear. A peculiaridade do dilema de segurança no Terceiro Mundo. A transformação e a nova configuração da segurança global após o 11/09. Assuntos centrais de segurança como guerra, terrorismo, genocídio e conflitos étnicos e assuntos que entraram na pauta de discussão posteriormente, como mudanças ambientais, saúde, cibersegurança e direitos humanos serão abordados. Estes são temas que colocam inúmeros desafios para a segurança internacional, além de outros comumente abordados e não menos relevantes, como comércio de armas, crime organizado, proliferação de armas nucleares, contraterrorismo e contrainsurgência, e segurança privada. As questões institucionais, como alianças, instituições regionais e a Organização das Nações Unidas, também entrarão nesse debate, com foco na ampla visão sobre segurança internacional, não se restringindo às abordagens tradicionais da área e procurando dar ênfase às constantes e dinâmicas mudanças deste campo de pesquisa."
ESTM013-17,Seleção de Materiais,4,"Classificação de materiais; materiais para aplicação em altas temperaturas; materiais para aplicações em ambientes corrosivos e expostos a intempéries; materiais para aplicações elétricas e magnéticas; especificações de materiais para a indústria, impactos sociais do uso de materiais."
MCZA046-17,Semântica de Linguagem de Programação,4,Semântica Operacional: estrutural e natural. Semântica Denotacional. Semântica Axiomática. Aplicação em demonstração de corretude. Noções rudimentares de semântica de programas concorrentes.
MCZD008-18,Seminários de Modalidades Diversas em Educação Matemática,2,"Nesta disciplina pretende-se abordar temas como (por exemplo): 1-Fundamento eurocêntrico da educação brasileira; 2- O racismo como um elemento estruturante das desigualdades; 3 - Afro matemática, um pouco de história ; 4 - diversidade étnico racial; 5 - tópicos de geometria a partir da cultura africana; 6 - Registros históricos da Matemática na África Central, 7 - O osso de Lebombo e osso de Ishango; 8- Factrais Africanos; 9 – A Matemática nos ritos Africanos ; 10 – Oficina de Mancala; 11 – Oficina de Shisima; 12 – Oficina de Yoté."
MCZD009-18,Seminários de Pesquisa em Educação Matemática I,2,Nesta disciplina pretende-se abordar temas como (por exemplo): 1. A matemática do mundo (em toda a parte); 2. A relação arte e matemática e sua aplicação na sala de aula; 3. A transição dos anos iniciais para os anos finais do ensino fundamental; 4. A utilização da história e investigação matemática na ressignificação do cálculo de áreas curvas não regulares; 5. Análise de livros didáticos pela teoria antropológica do didático; 6. Aprendendo estatística com o software R; 7. Aprendizagem de conceitos matemáticos utilizando a ferramenta Cmaps tools; 8. Atividades para o ensino de probabilidade e estatística na educação básica; 9. Conhecimento matemático especializado do professor dos anos iniciais: tarefas para a formação e sala de aula; 10. Contação de histórias e matemática: interface no ensino de grandezas e medidas; 11. Educação financeira escolar: design de tarefas para a sala de aula de matemática numa perspectiva multidisciplinar; 12. Alfabetização e letramento matemático; 13. Educação matemática crítica na educação básica; 14. Influência indígena na matemática brasileira; 15. Ansiedade matemática; 16. Matemática inclusiva.
MCZD010-18,Seminários de Pesquisa em Educação Matemática II,2,"Nesta disciplina pretende-se abordar temas como (por exemplo): 1. Autoria de materiais didáticos para ensino de matemática; 2. Livros didáticos de matemática: políticas, ideias e intervenções; 3. Avaliação de objetos de aprendizagem de matemática; 4. Tecnologias digitais e produção de conhecimento matemático; 5. Perspectiva sócio crítica da modelagem matemática; 6. Modelagem matemática e tecnologias digitais; 7. Mulheres na matemática: história e discussão de gênero na ciência; 8. Educação matemática superior: os três mundos da matemática; 9. ENEM (Encontro Nacional de Educação Matemática) um histórico; 10. Educação Científica e matemática: espaços não -formais de educação matemática; 11. A contextualização nas aulas de matemática à luz da pedagogia histórico-crítica; 12. A investigação matemática como estratégia de ensino e aprendizagem da matemática; 13. Possibilidades para o princípio da indução matemática no contexto escolar."
NHZ1042-15,Seminários em Biologia I,1,"Tem como objetivo discutir temas atuais e tendências em diversas especialidades da Biologia. Através de seminários discentes, palestras de docentes da universidade, bem como de pesquisadores externos, serão apresentadas diversas áreas de pesquisa, metodologias e respectivas aplicações no campo das ciências biológicas e biomédicas."
NHZ1043-15,Seminários em Biologia II,1,"Tem como objetivo discutir temas atuais e tendências em diversas especialidades da Biologia. Através de seminários discentes, palestras de docentes da universidade, bem como de pesquisadores externos, serão apresentadas diversas áreas de pesquisa, metodologias e respectivas aplicações no campo das ciências biológicas e biomédicas."
ESZM001-17,Seminários em Materiais Avançados,2,Apresentar aos alunos noções sobre as características de materiais desenvolvidos em grandes áreas de pesquisa em materiais.
NHZ4042-09,Seminários em Química I,2,"Discussão de temas de interesse atuais e tendências em diversas especialidades da Química. Apresentação de seminários e palestras por docentes da universidade e externos, abrangendo diversas áreas de pesquisa, metodologias e respectivas aplicações no campo das ciências químicas e tecnológicas."
NHZ4043-15,Seminários em Química II,2,"Discussão de temas atuais e tendências em diversas especialidades da Química. Apresentação de seminários e palestras pelos alunos matriculados na disciplina, abrangendo diversas áreas de pesquisa, metodologias e respectivas aplicações no campo das ciências químicas e tecnológicas."
MCZC012-15,Sensação e Percepção,4,"Conceitos gerais: energia física, transdução, os órgãos de sentido, sensação versus percepção; Vias sensoriais: visão, audição, somestesia (tato, toque, temperatura e dor), equilíbrio, os sentidos químicos (olfato e gustação); Códificação da informação nos sistemas sensoriais: princípios e modelos; Organização perceptual, aprendizagem perceptual, integração perceptual; Reconhecimento de objetos: teorias e modelos; Percepção de alta ordem: tempo, causalidade, intenção, movimento biológico; Percepção ativa e acoplamento percepção-ação; Percepção em animais, humanos e máquinas; Próteses biônicas."
ESTB021-17,Sensores Biomédicos,2,"Ponte de Wheatstone. Características estáticas e dinâmicas de um sistema de instrumentação biomédica. Princípios de transdução de sensores resistivos, indutivos, capacitivos e piezelétricos. Sensores de deslocamento e deformação. Sensores de forca e pressão com aplicações em biomecânica e pressão sanguínea. Sensores de velocidade e de aceleração. Sensores de biopotêncial: eletrodo, microeletrodo, modelo de eletrodo e interface com a pele. Aplicações de EMG, ECG, EEG. Sensores de fluxo (sanguíneo e espirometria). Sensores de temperatura."
ESTA010-17,Sensores e Transdutores,4,"Características de sensoriamento e sistemas de medição; Condicionamento de sinal de sensores (revisão AmpOp básicos; Amp de instrumentação; Montagens potenciométricas para linearização e compensação de efeitos parasitários) Sensores de temperatura (termopar; RTD; PTC e NTC); Sensores de força, tensão, pressão, nível, deslocamento mecânicos (piezoelétrico; piezoresistivo, potenciométrico; capacitivo; indutivo, encoders); Sensores magnéticos (HALL e Magnetoresistor); Sensores Óticos (LDR; fotodiodo e fototransistor)."
ESZU017-17,Sensoriamento Remoto,4,"Princípios físicos do sensoriamento remoto; produtos de sensoriamento remoto; estrutura e características de imagens digitais; sistemas sensores orbitais; pré-processamento, realce e classificação de imagens digitais; aplicações de sensoriamento remoto em estudos urbanos e de cobertura vegetal."
MCTB022-17,Sequências e Séries,4,"Sequências, limite e convergência de sequências, sequências de Cauchy. Séries, critérios de convergência, reordenação de séries. Sequências e séries de funções, convergência pontual, convergência uniforme. Séries de potências, representação de funções por séries de potências, séries de Taylor. Solução em séries para EDOs, Método de Frobenius."
ESZA010-17,Servo-Sistema para Robôs e Acionamento para Sistemas Mecatrônicos,4,"Conceitos eletromecânicos, especificação de motores elétricos e acionamentos, modelos e curvas características de motores CC e CA. Técnicas de conversão de tensão e corrente. Sensores de posição e de velocidade. Técnicas de controle de velocidade e posição. Motores brushless: características, técnicas de operação e controle; motores de passo: características, técnicas de operação e controle."
ESZM025-17,Siderurgia e Engenharia dos Aços,4,"Matérias primas siderúrgicas e processos de obtenção do ferro; fabricação e processamento dos aços; principais fases e constituintes dos aços; formação da microestrutura por solidificação; difusão em aços; decomposição da austenita e curvas TTT; tratamentos térmicos e termoquímicos dos aços; influência dos elementos de liga nos aços; classificação, propriedades e aplicações dos aços."
MCTD007-18,Simetrias no Plano Euclidiano,4,"Estrutura de grupo das isometrias do plano euclidiano. Tratamento geométrico e coordenadas das isometrias do plano euclidiano: translação, reflexão em relação a um ponto, rotação e reflexão em relação a uma reta. Homotetias e inversão em relação a uma circunferência."
ESZG007-17,Simulação de Modelos de Gestão,4,"Conceitos gerais em simulação, métodos de simulação, escolha e tratamento da Informação, distribuição de probabilidade, softwares de simulação, estudo de casos de simulação de sistemas afetos a Engenharia de Gestão."
ESZI010-17,Simulação de Sistemas de Comunicação,4,"Introdução à Simulação de Sistemas, Modelagem de Sistemas de Comunicação em Banda–Base e em Banda Passante, Modelagem do Ruído, Simulação de Sistemas de Modulação Analógicos, Simulação de Sistemas de Modulação Digitais, Simulação de Canais de Radiopropagação, Simulação de Sistemas de Múltiplo Acesso, Simulação de Sistemas de Celulares."
ESTI005-17,Sinais Aleatórios,4,"Revisão da Teoria da Probabilidade: Espaço Amostral, Probabilidade Condicional e Regra de Bayes, Independência Estatística, Experimentos Sequenciais; Variáveis e Vetores Aleatórios; Introdução aos Processos Estocásticos: Processos Aleatórios em Tempo Discreto, Processos Aleatórios em Tempo Contínuo, Processos Estacionários, Ergodicidade e Médias Temporais; Densidade Espectral de Potência, Resposta de Sistemas Lineares; Ruído: Filtragem de Ruídos, Ruído de Faixa Estreita, Ruído Passa-Faixa, Banda Equivalente de Ruído."
ESZM016-17,Síntese de Polímeros,4,"Introdução: homopolímeros, copolímeros, blendas, configuração e conformação da cadeia polimérica, nomenclatura. Síntese de polímeros: generalidades, reações típicas, policondensação, poliadição (via radicais livre, aniônica e catiônica), polimerização estereoespecífica (Ziegler- Natta e metalocênica) e copolimerização. Processos industriais: polimerização em massa, em solução, em emulsão, em dispersão e em suspensão. Massa molar: definições e medidas da massa molecular (métodos químicos, propriedades coligativas, métodos de espalhamento de luz, viscosimétrico, cromatografia de permeação de gel). Modificação de polímeros. Degradação de polímeros. Caracterização: IV, RMN e DSC."
ESTU034-17,Sistema de Abastecimento de Águas,3,"Mananciais e qualidade da água; Planejamento da demanda; ETA`s e reservação; Redes de distribuição e perda de água no sistema; Concepção e dimensionamento de rede aplicados a estudo de caso. Obs. Esta disciplina deve contemplar desenvolvimento de projetos, considerados inclusive na avaliação."
MCZA026-17,Sistema de Gerenciamento de Banco de Dados,4,Armazenamento e Consulta de Dados. Gerenciamento de Transações. Arquitetura de SGBD. Suporte a objetos em Sistemas de Gerenciamento de Banco de Dados. Tecnologias Emergentes e Aplicações.
ESHR016-13,Sistema Financeiro Internacional: de Bretton Woods ao non-sistema,4,Constituição do Sistema de Bretton Woods e padrão ouro-dólar. Hegemonia do dólar. Fim padrão ouro-dólar. Eurodólares e petrodólares A globalização financeira: movimentos de capitais e crises financeiras. Liberalização financeira e volatilidade e seu impacto sobre as economias dependentes. Surgimento da financeirização e suas características. Tipos e modalidades de especulação. Papel do FMI. Trajetória do nacional-desenvolvimentismo e a dívida externa.
ESHR017-13,Sistema ONU e os desafios do multilateralismo,4,"Organizações Internacionais e multilateralismo. Trajetória da ONU. Impacto da descolonização. Estrutura e funcionamento: Conselho de Segurança, Assembleia Geral, EcoSoc, agências especializadas. Nova dinâmica multilateralismo no pós-Guerra Fria. Debate sobre reforma da ONU. Intervenções militares. Relações assimétricas, poder e princípios do universalismo. Participação do Brasil. Surgimento fóruns informais (do G7 ao G20)."
ESTG021-17,Sistemas CAD/CAE,4,"Conceitos básicos de solidworks; introdução ao esboço; recurso de extrusão e corte.; varredura, recurso de revolução; cascas e nervuras;linhas de divisão; alterações de projeto; detalhamento das especificações técnicas do projeto e ou produto.; recurso de loft; montagem de peças; introdução a superfícies. Princípio do método de elementos finitos; conceito de malha; opções de geração de malha e refinamento. Análise linear estática de peças (produtos), análise de montagens e componentes finos (produtos com espessura fina). Automatização do cálculo através das malhas adaptativas. Análise de queda. Análise de sustentabilidade."
ESTA014-17,Sistemas CAD/CAM,4,"Importância da computação gráfica e modelagem 3D; integração CAD/CAM/CAE; metodologia de automação da produção (produtividade, flexibilidade, qualidade); ciclo do produto; CIM (Manufatura integrada por computador), CNC, FMS, linha de transferência, produção por lotes; técnicas de analise: planejamento integrado (MRP, CPM, PERT), simulação, RP, AI; robôs industriais; planejamento de processos de fabricação, ciclo de manufatura; cálculo de parâmetros de processamento; elaboração do plano de processos: seleção dos processos; método de sequenciamento de operações, matriz de anterioridade e precedência; sistemas de fixação e referenciamento em fabricação mecânica; especificação de tolerâncias dimensionais; tecnologia de grupo; programação da produção: MRP, CPM, PERT; design for assembly (DFA), design for manufacturing (DFM); prototipagem rápida. CAE (engenharia assistida por computador)."
ESTG022-17,Sistemas CAM,4,"O ciclo da manufatura. Planejamento do processo de fabricação manual e assistido por computador (CAPP). Centro de Usinagem CNC. Programação NC manual e assistida por computador (CAM). Tecnologias modernas de inspeção. Tecnologia de grupo. Sistemas flexíveis de manufatura (FMS). Manufatura rápida. Manufatura integrada para a sustentabilidade, qualidade e custo."
ESTA003-17,Sistemas de Controle I,5,"Análise de resposta transitória e de regime estacionário: sistemas de primeira e de segunda ordens, critério de estabilidade de Routh, efeitos das ações de controle integral e derivativo, erros estacionários em sistemas de controle com realimentação unitária; análise no lugar das raízes: gráfico do lugar das raízes, regras gerais para a construção do lugar das raízes, lugar das raízes para sistemas com retardo de transporte; projeto de sistemas de controle pelo método do lugar das raízes: compensação por avanço de fase, compensação por atraso de fase, compensação por avanço e atraso de fase."
ESTA008-17,Sistemas de Controle II,5,"Análise de resposta em freqüência: diagramas de Bode; diagramas polares, diagramas em dB versus ângulo de fase, critério de Nyquist, análise de estabilidade, estabilidade relativa, resposta em freqüência de malha fechada de sistemas com realimentação unitária, determinação experimental de funções de transferência; projeto de sistemas de controle pela resposta em freqüência: compensação por avanço de fase, compensação por atraso de fase, compensação por atraso e avanço de fase."
ESTU036-17,Sistemas de Drenagem Urbana,3,"O papel da infraestrutura de drenagem urbana na construção do território da metrópole: sanitarismo urbanista, código das águas e planejamento por bacias hidrográficas, a criação do DAEE e os grandes planos diretores de drenagem urbana – HIBRACE, Promon e Hidroplan/ PDMAT. Gestão da infra-estrutura de drenagem urbana: Macro e microdrenagem. Ocupação do território e escoamento superficial; O modelo de engenharia de controle de vazões: projeto de rede convencional de drenagem; O modelo de engenharia de restrição de vazões: reabilitação do sistema de drenagem em áreas impactadas por enchentes. Obs. Esta disciplina deve contemplar desenvolvimento de projetos, considerados inclusive na avaliação."
ESTU035-17,Sistemas de Esgotamento Sanitário,3,"Sistemas de esgotamento sanitário; Planejamento da demanda; Redes de coleta, ETE`s; Concepção e dimensionamento da rede, aplicados a estudo de caso. Obs. Esta disciplina deve contemplar desenvolvimento de projetos, considerados inclusive na avaliação."
MCZA027-17,Sistemas de Informação,4,"Introdução aos Sistemas de Informação (SI's), e as áreas do conhecimento que envolvem os sistemas de informação. Sistemas de Informação Baseados em Computador (CBIS) e o processo de desenvolvimento de sistemas de informação. Principais tipos de Sistemas de Informação: sistemas de apoio às operações, sistemas deapoio gerencial, sistemas de e-commerce, e-business e outras categorias de SI. Sistemas de Informação nas organizações: principais papéis dos SI, vantagem competitiva, tomada de decisões, apoio aos processos empresariais, e o papel estratégico dos SI nas corporações. Tendências dos SI."
ESTG024-17,Sistemas de Informação Corporativos,4,"Introdução aos Sistemas e Tecnologia da Informação. Estrutura das empresas x TI x SI. Modelo de Negócios. ERP: benefícios, funcionalidades, custos, implantação, operacionalização. Sistemas comerciais de ERP. Tecnologias de sistema de informação aplicadas aos processos empresariais: ERP, CRM, Web Housing, PRM, SCM, Sistema de Informação Gerencial (MIS) e o Sistema de Suporte à Decisão (SSD). Mapeamento e gestão por processos: BPM e BPMN. Papel estratégico e o valor empresarial dos sistemas de informação nas corporações; Implantação de sistemas empresariais, metodologias e fatores críticos de sucesso."
ESZI019-17,Sistemas de Micro-Ondas,4,"Análise Básica de Redes de Micro-Ondas; Análise de Circuitos: Parâmetros de Espalhamento. Linhas de transmissão: microfita, linha de fita, coplanar; Dispositivos passivos: Divisores de Potência, Acopladores Direcionais, Adaptadores (Casadores) de Impedância e Filtros; Circuitos ativos: Amplificadores, Osciladores e Misturadores de Micro-Ondas; Introdução aos Sistemas de Micro-Ondas."
ESZE074-17,Sistemas de Potência I,4,Cálculo dos parâmetros da linha de transmissão; Relação entre tensão e corrente na linha de transmissão; Máquinas síncronas; Transformadores; Tratamento matricial de redes; Fluxo de Potência.
ESZE009-17,Sistemas de Potência II,4,Faltas simétricas; Componentes simétricas e redes de sequência; Faltas assimétricas; Operação econômica de sistemas de potência; Estabilidade de sistemas de potência.
ESTS017-17,Sistemas de Propulsão I,4,"Componentes de um motor a jato; Tipos de motores a propulsão a jato; Ciclo térmico de Brayton; Análise dos parâmetros do motor a jato ideal; Performance dos componentes de um motor a propulsão jato: entrada de ar, compressor, câmara de combustão, turbina e tubeira; Análise dos parâmetros do motor a jato real."
ESZS021-17,Sistemas de Propulsão II,4,"Classificação dos sistemas propulsivos: propelente sólido e líquido; Relações termodinâmicas e teoria de tubeiras; Performance de voo; Combustão de propelente líquido; Fundamentos de motor foguete a propelente líquido; Tipos de propelentes líquidos, câmara de empuxo; Sistema de alimentação dos propelentes; Fundamentos de motor foguete a propelente sólido; Tipos de propelente sólido, combustão em propelente sólido; Fundamentos de controle de empuxo; Seleção de sistemas de propulsão a motor foguete."
ESTU037-17,Sistemas de Tratamento de Água,3,"ETA’s. Classificação das águas, Legislação Estadual e Federal. Concepção de estações de tratamento de águas para abastecimento público. Etapas do tratamento de água: coagulação, floculação, sedimentação, filtração, desinfecção, fluoretação e correção de pH. Tratamento, reúso e disposição final de lodos de estações de tratamento de água."
MCTA024-13,Sistemas Digitais,4,"Sistemas digitais. Introdução à Linguagem VHDL. Descrição, Modelagem e Simulação de Circuitos Digitais. Projeto Estruturado e Implementação de Circuitos Digitais. Exemplos comerciais e estudo de casos para os tópicos abordados"
MCTA025-13,Sistemas Distribuídos,4,"Introdução e caracterização de sistemas distribuídos. Evolução histórica. Modelos arquiteturais, objetivos, aplicações e tendências modernas. Comunicação e sincronização em Sistemas distribuídos. Servidores remotos. Servidor de arquivos, diretórios, impressora, nomes, correio eletrônico, etc. Sistema de Arquivos: organização, segurança, confiabilidade e desempenho. Estudos de Casos."
ESTG020-17,Sistemas e Processos de Produção,4,"Estudo, aplicação projeto e dimensionamento de sistemas de produção: contínuos, discretos e de operações; diferenças entre os diversos processos de produção utilizados nas indústrias. Classificação dos equipamentos de produção industrial. Estudo dos processos e variáveis de processo. Fluxogramas e diagramas de processos: PD e P&ID. Balanço material: fundamentos, equacionamento, estudo dos sistemas monofásicos e sistemas multifásicos. Balanços de energia: fundamentos, equacionamento, estudo dos processos não-reativos e processos reativos. Balanços em processos transientes: fundamentos e equacionamento. Fundamentos e equacionamento de produção em sistemas discretos. Estudo de casos. Processo de produção enxuta."
ESZB026-17,Sistemas Embarcados para Engenharia Biomédica,4,"Introdução aos sistemas microprocessados: Unidade de processamento central, memória, unidades de entrada/saída, barramentos; Arquiteturas de processadores; Introdução aos sistemas embarcados, apresentação da Beaglebone, características e limitações, limites elétricos da Beaglebone Black e circuitos auxiliares de proteção; Introdução ao Linux: história e distribuições, instalação do Linux em uma máquina virtual, instalação de novos pacotes, sistema de arquivos, variáveis de sistema, usuários, grupos e permissões, processos, hierarquia de processos, devices e serviços; Shell do Linux: comandos básicos, stdin/stdout, redirecionamento, pipeline; Programação com a Beaglebone: Comparação de desempenho entre C/C++, python, java, perl; Breve introdução à linguagem C como exemplo de linguagem compilada, cross compilers para Beaglebone, linguagem script (python e bash script); boas práticas de programação e documentação de código utilizando Doxygen; Interface com a Beaglebone: Configurando e utilizando as GPIO da Beaglebone, barramentos I2C, SPI e UART; Interface com ambiente físico: atuadores (motores DC, AC e de passo, relês, transistores), sensores analógicos, conversor AD e PWM com Beaglebone, controle de displays; Conectividade com Beaglebone: USB, ethernet, wi-fi, bluetooth; Interface gráfica: introdução ao projeto de interface gráfica usando Qt, PyQt, tcl/tk."
ESZE106-17,Sistemas Fotovoltaicos Conectados à Rede Elétrica,4,"Características elétricas do gerador fotovoltaico. Características elétricas de inversores c.c./c.a. para conexão à rede elétrica. Requisitos elétricos, de qualidade da energia e de segurança da interface de acoplamento com a rede. Conceituação de microgeração e de minigeração distribuída de eletricidade. Sistema de Compensação de Energia Elétrica. Requisitos de medição da energia elétrica e de acesso ao Sistema de Distribuição para micro e minigeração distribuída. Centrais fotovoltaicas. Modelamento e dimensionamento de sistemas fotovoltaicos conectados à rede (SFCR). Instalação, comissionamento, operação e manutenção de SFCR. Prestação de serviços ancilares através de SFCR. Indicadores de desempenho de SFCR. Exemplos de SFCR instalados no Brasil e no mundo."
ESZE107-17,Sistemas Fotovoltaicos Isolados,4,"Sistemas domiciliares. Eletrificação rural. Bombeamento de água para consumo humano. Sistemas de irrigação. Refrigeração e produção de gelo. Dessalinização de água salobra. Sinalização. Iluminação pública. Telecomunicações. Monitoramento remoto. Proteção catódica. Cercas elétricas. Energização de automóveis e embarcações. Produção de hidrogênio para células a combustível. Aplicações espaciais. Modelamento e dimensionamento de sistemas fotovoltaicos isolados. Instalação, comissionamento, operação e manutenção de SFCR. Exemplos de sistemas fotovoltaicos isolados instalados no Brasil e no mundo."
ESZI014-17,Sistemas Inteligentes,4,"Introdução às Redes Neurais Artificiais, Processo de Aprendizagem, Perceptrons de Uma Camada, Perceptrons de Múltiplas Camadas, Redes de Função de Base Radial, Máquinas de Vetor de Suporte, Análise de Componentes Principais, Mapas Auto–organizáveis, Algoritmos Genéticos."
ESTI013-17,Sistemas Microprocessados,4,"Conceituação de sistema embarcado. Organização de Computadores: Processador, Memória, Dispositivos de Entrada e Saída; Arquiteturas e operação de Microprocessadores: Unidade de Controle, Registradores, Conjunto de Instruções, Assembly, DMA, Unidade Logico– Aritmetica, Ciclo de Instrução; Modos de Enderecamento; Barramento; Diagramas de Tempo da CPU; Interrupções e Tratamento de Interrupções; Protocolos de Comunicação e Interfaceamento; Programação em C voltada à microcontroladores. Fluxograma."
MCZA028-13,Sistemas Multiagentes,4,Introdução. Nível micro: agentes. Nível macro: Sistemas Multiagentes. Metodologia de desenvolvimento de SMAs. Ambientes de desenvolvimento.
MCZA029-13,Sistemas Multimídia,4,"Tecnologias e aplicações multimídia. Hardware e software para multimídia. Representação e Processamento de Áudio - Música e Voz, Imagem e Vídeo. Multimídia na Internet. Ergonomia de interfaces multimídia. Ferramentas de desenvolvimento. Gerência de produto multimídia. Direções do futuro - Tendências."
MCZA047-17,Sistemas Multi-Robôs Sociais,4,Conceitos básicos de Robótica Móvel e Social. Conceitos principais de Sistemas Complexos. Fundamentos de Sistemas Multi-Agente (SMA) reativos e cognitivos. SMAs como Sistemas Complexos. SMAs reativos e inteligência Swarm utilizando Robôs Móveis. SMAs cognitivos utilizando plataformas robóticas. Técnicas de implementação de sistemas multi-robôs sociais.
MCTA026-13,Sistemas Operacionais,4,"Conceituação; Evolução Histórica; Estruturação de Sistemas Operacionais; A Função do Gerenciamento; Gerenciamento de Processos, Memória, Serviços, Dispositivos, Dados: Desempenho e Arquivos; Características de um Sistema Operacional; Tópicos de Sistemas Operacionais."
